ticket_id,customer_id,issue_category,resolution_time,customer_satisfaction,ticket_text
1527,1810,software,5.99,5,Printer not responding to print commands.
1528,1282,software,7.05,4,Frequent disconnections from corporate network.
1529,1068,software,7.45,3,Application crashing during use.
1530,1659,software,5.39,4,Unable to connect to WiFi network.
1531,1010,software,6.2,5,Laptop overheating and shutting down.
1532,1253,software,7.09,3,Laptop overheating and shutting down.
1533,1841,network,5.68,3,VPN connection dropping intermittently.
1534,1871,network,4.54,5,Keyboard keys not working properly.
1535,1549,network,7.88,3,Printer not responding to print commands.
1536,1133,network,4.49,4,Application crashing during use.
1537,1711,software,4.53,4,Unable to connect to WiFi network.
1538,1022,software,5.47,4,Printer not responding to print commands.
1539,1814,network,7.45,4,Blue screen error on startup.
1540,1345,hardware,9.58,1,Unable to connect to WiFi network.
1541,1301,network,6,5,Need assistance updating antivirus software.
1542,1362,software,6.18,5,Need assistance updating antivirus software.
1543,1395,software,3.4,5,Laptop overheating and shutting down.
1544,1217,software,1.85,5,Blue screen error on startup.
1545,1140,network,7.59,2,Need assistance updating antivirus software.
1546,1615,software,6.37,3,Laptop overheating and shutting down.
1547,1957,software,5.12,3,Keyboard keys not working properly.
1548,1209,hardware,6.51,4,Application crashing during use.
1549,1984,software,5.15,4,Laptop overheating and shutting down.
1550,1992,hardware,11.31,1,Application crashing during use.
1551,1622,network,8.18,2,Blue screen error on startup.
1552,1615,software,4.6,5,VPN connection dropping intermittently.
1553,1827,software,5.73,3,Printer not responding to print commands.
1554,1682,software,2.39,5,Laptop overheating and shutting down.
1555,1459,network,6.21,3,Laptop overheating and shutting down.
1556,1355,software,3.04,5,Application crashing during use.
1557,1323,software,7.02,2,Need assistance updating antivirus software.
1558,1132,software,6.07,4,Need assistance updating antivirus software.
1559,1887,software,5.28,4,Laptop overheating and shutting down.
1560,1804,hardware,5.65,3,Need assistance updating antivirus software.
1561,1839,network,9.49,2,Need assistance updating antivirus software.
1562,1126,hardware,14.16,2,Laptop overheating and shutting down.
1563,1105,hardware,11.71,2,Keyboard keys not working properly.
1564,1603,hardware,9.89,2,Keyboard keys not working properly.
1565,1798,software,5.95,3,Software installation fails with error code.
1566,1377,software,5.41,4,Keyboard keys not working properly.
1567,1904,hardware,12.78,3,Software installation fails with error code.
1568,1050,network,9.81,3,Blue screen error on startup.
1569,1028,software,4.67,5,Frequent disconnections from corporate network.
1570,1461,software,4.01,3,Printer not responding to print commands.
1571,1295,software,4.4,4,Frequent disconnections from corporate network.
1572,1296,network,9.07,2,Need assistance updating antivirus software.
1573,1725,software,4.49,3,Unable to connect to WiFi network.
1574,1778,hardware,7.75,4,Need assistance updating antivirus software.
1575,1406,network,8,3,Laptop overheating and shutting down.
1576,1768,hardware,13.32,1,Laptop overheating and shutting down.
1577,1813,network,8.27,2,Printer not responding to print commands.
1578,1612,software,4.59,5,VPN connection dropping intermittently.
1579,1404,network,8.64,2,VPN connection dropping intermittently.
1580,1345,network,8.17,2,VPN connection dropping intermittently.
1581,1621,hardware,4.2,4,Keyboard keys not working properly.
1582,1419,software,6.05,3,Blue screen error on startup.
1583,1181,software,5.61,5,Need assistance updating antivirus software.
1584,1982,network,8.03,3,Laptop overheating and shutting down.
1585,1824,software,6.59,4,Unable to connect to WiFi network.
1586,1000,software,6.82,5,Unable to connect to WiFi network.
1587,1830,software,6.2,4,Unable to connect to WiFi network.
1588,1949,software,3.72,5,VPN connection dropping intermittently.
1589,1566,hardware,7.55,3,Printer not responding to print commands.
1590,1370,software,6.68,4,VPN connection dropping intermittently.
1591,1935,software,2.18,5,Laptop overheating and shutting down.
1592,1910,network,7.7,3,Need assistance updating antivirus software.
1593,1660,software,5.66,5,Need assistance updating antivirus software.
1594,1430,software,2.37,5,Printer not responding to print commands.
1595,1968,software,5.35,5,Blue screen error on startup.
1596,1308,network,9.91,2,Keyboard keys not working properly.
1597,1136,hardware,5.54,4,Unable to connect to WiFi network.
1598,1201,network,11.32,3,Need assistance updating antivirus software.
1599,1435,software,3.49,4,Printer not responding to print commands.
1600,1312,software,5.86,3,Unable to connect to WiFi network.
1601,1116,network,7.83,3,VPN connection dropping intermittently.
1602,1665,software,5.1,4,Application crashing during use.
1603,1936,software,3.07,4,Frequent disconnections from corporate network.
1604,1802,hardware,13.78,1,Need assistance updating antivirus software.
1605,1574,hardware,10.98,1,Blue screen error on startup.
1606,1243,hardware,14.86,2,Printer not responding to print commands.
1607,1536,network,5.49,5,Keyboard keys not working properly.
1608,1601,software,4.73,5,Blue screen error on startup.
1609,1074,software,5.31,4,VPN connection dropping intermittently.
1610,1805,hardware,10.18,3,Need assistance updating antivirus software.
1611,1385,software,6,4,Laptop overheating and shutting down.
1612,1902,hardware,9.42,1,VPN connection dropping intermittently.
1613,1209,software,8.18,2,Keyboard keys not working properly.
1614,1474,software,5.06,4,VPN connection dropping intermittently.
1615,1417,network,2.23,4,Printer not responding to print commands.
1616,1346,software,5.13,4,Blue screen error on startup.
1617,1528,software,6.89,4,Printer not responding to print commands.
1618,1639,software,3.62,5,Unable to connect to WiFi network.
1619,1938,software,3.52,,Application crashing during use.
1620,1954,software,3.74,5,Blue screen error on startup.
1621,1875,network,5.85,3,Application crashing during use.
1622,1762,software,4.28,4,Printer not responding to print commands.
1623,1178,software,6.36,4,Laptop overheating and shutting down.
1624,1181,software,7.29,2,Need assistance updating antivirus software.
1625,1663,network,3.15,4,Keyboard keys not working properly.
1626,1024,network,7.24,3,VPN connection dropping intermittently.
1627,1966,network,8.61,4,VPN connection dropping intermittently.
1628,1179,software,5.3,4,Application crashing during use.
1629,1709,network,11.8,3,Keyboard keys not working properly.
1630,1500,software,1.98,5,Blue screen error on startup.
1631,1855,hardware,2.23,4,Need assistance updating antivirus software.
1632,1160,network,12.12,,Frequent disconnections from corporate network.
1633,1176,software,6.13,4,Application crashing during use.
1634,1284,software,4.14,3,Blue screen error on startup.
1635,1062,hardware,10.51,2,Blue screen error on startup.
1636,1661,software,5.36,4,Keyboard keys not working properly.
1637,1665,software,4.11,,Keyboard keys not working properly.
1638,1155,hardware,10.43,3,Software installation fails with error code.
1639,1881,software,5.53,4,VPN connection dropping intermittently.
1640,1468,hardware,16.05,3,Need assistance updating antivirus software.
1641,1048,network,9.93,1,Unable to connect to WiFi network.
1642,1966,hardware,15.22,3,Application crashing during use.
1643,1848,software,2.98,5,Need assistance updating antivirus software.
1644,1083,software,4.48,3,Software installation fails with error code.
1645,1360,network,8.48,3,Software installation fails with error code.
1646,1688,software,2.12,5,Need assistance updating antivirus software.
1647,1147,network,10.36,2,Keyboard keys not working properly.
1648,1629,hardware,11.93,,Blue screen error on startup.
1649,1341,hardware,8.9,2,Frequent disconnections from corporate network.
1650,1475,network,7.63,3,Need assistance updating antivirus software.
1651,1062,hardware,13.76,1,Application crashing during use.
1652,1700,software,3.81,5,Unable to connect to WiFi network.
1653,1359,software,6.94,4,VPN connection dropping intermittently.
1654,1560,software,4.62,5,Software installation fails with error code.
1655,1326,network,9.51,2,Laptop overheating and shutting down.
1656,1768,network,8.17,3,Laptop overheating and shutting down.
1657,1735,software,8.35,4,Blue screen error on startup.
1658,1140,hardware,7.34,3,Keyboard keys not working properly.
1659,1989,network,6.85,3,VPN connection dropping intermittently.
1660,1214,hardware,5.48,3,Software installation fails with error code.
1661,1434,software,3.35,5,Laptop overheating and shutting down.
1662,1890,software,6.07,3,Laptop overheating and shutting down.
1663,1951,software,7.4,3,Frequent disconnections from corporate network.
1664,1722,hardware,12.48,1,Need assistance updating antivirus software.
1665,1317,software,4.99,3,Printer not responding to print commands.
1666,1031,software,3.66,5,VPN connection dropping intermittently.
1667,1669,software,6.35,5,Printer not responding to print commands.
1668,1284,network,6.1,4,Unable to connect to WiFi network.
1669,1304,network,5.3,5,Keyboard keys not working properly.
1670,1428,software,4.54,5,Need assistance updating antivirus software.
1671,1476,software,1.95,4,Unable to connect to WiFi network.
1672,1285,software,2.93,5,Application crashing during use.
1673,1143,software,7.83,3,Software installation fails with error code.
1674,1423,software,2.65,5,Printer not responding to print commands.
1675,1018,software,3.22,5,Blue screen error on startup.
1676,1017,software,5.11,5,Application crashing during use.
1677,1768,hardware,10.37,1,VPN connection dropping intermittently.
1678,1589,software,4.65,3,Software installation fails with error code.
1679,1370,software,1.99,5,Laptop overheating and shutting down.
1680,1174,network,9.7,1,Printer not responding to print commands.
1681,1193,software,4.34,3,Need assistance updating antivirus software.
1682,1501,software,6.83,3,Need assistance updating antivirus software.
1683,1987,software,4.03,3,Application crashing during use.
1684,1112,software,6.47,4,Application crashing during use.
1685,1113,hardware,13.89,3,Keyboard keys not working properly.
1686,1221,network,7.07,4,Laptop overheating and shutting down.
1687,1677,software,6.32,4,Frequent disconnections from corporate network.
1688,1946,software,3.01,5,Printer not responding to print commands.
1689,1830,network,8.53,3,Unable to connect to WiFi network.
1690,1643,network,10.44,1,VPN connection dropping intermittently.
1691,1896,software,5.78,3,Printer not responding to print commands.
1692,1263,network,12.81,1,Printer not responding to print commands.
1693,1924,network,9.15,3,Laptop overheating and shutting down.
1694,1054,network,7.27,4,Printer not responding to print commands.
1695,1870,software,9.26,2,Keyboard keys not working properly.
1696,1642,software,7.45,3,Printer not responding to print commands.
1697,1799,software,2.6,4,Blue screen error on startup.
1698,1777,hardware,7.65,3,Blue screen error on startup.
1699,1457,software,3.44,5,Software installation fails with error code.
1700,1978,software,5.97,4,VPN connection dropping intermittently.
1701,1877,hardware,11.71,1,Blue screen error on startup.
1702,1161,software,5.85,5,VPN connection dropping intermittently.
1703,1379,software,2.56,,Need assistance updating antivirus software.
1704,1992,software,4.04,5,Keyboard keys not working properly.
1705,1086,network,7.7,4,Laptop overheating and shutting down.
1706,1054,software,2.27,5,Laptop overheating and shutting down.
1707,1475,software,3.69,4,Blue screen error on startup.
1708,1799,software,7.03,2,Keyboard keys not working properly.
1709,1177,network,4.89,3,Need assistance updating antivirus software.
1710,1390,hardware,14.37,1,Unable to connect to WiFi network.
1711,1348,software,6.64,4,Keyboard keys not working properly.
1712,1007,software,4.56,4,Software installation fails with error code.
1713,1832,hardware,8.05,3,Laptop overheating and shutting down.
1714,1312,software,6.25,3,Software installation fails with error code.
1715,1758,hardware,7.64,4,Laptop overheating and shutting down.
1716,1834,software,3.89,4,Need assistance updating antivirus software.
1717,1983,network,7.95,2,Printer not responding to print commands.
1718,1982,software,1.8,5,Frequent disconnections from corporate network.
1719,1442,software,2.83,5,Keyboard keys not working properly.
1720,1766,software,4.53,4,Keyboard keys not working properly.
1721,1327,hardware,11.43,1,Printer not responding to print commands.
1722,1053,software,3.8,5,Unable to connect to WiFi network.
1723,1760,software,4.7,3,Laptop overheating and shutting down.
1724,1238,hardware,5.16,3,Unable to connect to WiFi network.
1725,1228,software,6.4,4,Keyboard keys not working properly.
1726,1578,software,5.33,3,Blue screen error on startup.
1727,1050,hardware,10.93,1,Blue screen error on startup.
1728,1608,network,8.98,3,Application crashing during use.
1729,1603,software,5.12,5,VPN connection dropping intermittently.
1730,1263,hardware,8.55,4,Blue screen error on startup.
1731,1417,software,6.69,4,Blue screen error on startup.
1732,1802,software,5.24,3,Laptop overheating and shutting down.
1733,1095,software,4.75,3,Application crashing during use.
1734,1087,software,4.99,3,Laptop overheating and shutting down.
1735,1077,hardware,9.91,2,Keyboard keys not working properly.
1736,1287,network,7.65,3,Software installation fails with error code.
1737,1119,network,8.89,3,Unable to connect to WiFi network.
1738,1813,network,6.13,4,Keyboard keys not working properly.
1739,1490,software,3.71,4,Software installation fails with error code.
1740,1911,software,5.84,4,Need assistance updating antivirus software.
1741,1451,hardware,9.56,1,Need assistance updating antivirus software.
1742,1499,software,6.46,4,Laptop overheating and shutting down.
1743,1164,software,5.61,4,Frequent disconnections from corporate network.
1744,1181,network,6.89,4,Frequent disconnections from corporate network.
1745,1468,software,5.86,4,Software installation fails with error code.
1746,1909,software,6.8,4,Blue screen error on startup.
1747,1734,network,8.89,2,Laptop overheating and shutting down.
1748,1822,network,9.33,,Software installation fails with error code.
1749,1943,network,7.66,3,Laptop overheating and shutting down.
1750,1977,network,9.99,1,Software installation fails with error code.
1751,1006,software,4.13,4,Need assistance updating antivirus software.
1752,1329,network,8.68,3,Application crashing during use.
1753,1774,software,8.85,4,Laptop overheating and shutting down.
1754,1672,hardware,11.62,3,Application crashing during use.
1755,1150,software,4.37,,Need assistance updating antivirus software.
1756,1084,hardware,8.73,4,Frequent disconnections from corporate network.
1757,1146,software,4.89,4,Printer not responding to print commands.
1758,1623,software,6.28,4,Unable to connect to WiFi network.
1759,1380,hardware,10.44,1,Keyboard keys not working properly.
1760,1914,network,6.7,5,Unable to connect to WiFi network.
1761,1547,hardware,8.05,2,Unable to connect to WiFi network.
1762,1284,network,8.3,4,Keyboard keys not working properly.
1763,1699,software,5.06,3,Need assistance updating antivirus software.
1764,1081,network,8.91,3,Need assistance updating antivirus software.
1765,1513,software,6.38,4,Frequent disconnections from corporate network.
1766,1896,software,9.09,1,Printer not responding to print commands.
1767,1814,software,2.81,4,VPN connection dropping intermittently.
1768,1708,software,6.03,4,Unable to connect to WiFi network.
1769,1915,software,5.15,3,Blue screen error on startup.
1770,1522,network,4.31,4,Unable to connect to WiFi network.
1771,1745,software,6.87,,VPN connection dropping intermittently.
1772,1385,hardware,11.26,3,Laptop overheating and shutting down.
1773,1706,software,6.2,4,Frequent disconnections from corporate network.
1774,1470,hardware,4.9,3,Application crashing during use.
1775,1118,hardware,9.34,1,Application crashing during use.
1776,1395,software,3.38,4,VPN connection dropping intermittently.
1777,1531,software,8.24,4,Unable to connect to WiFi network.
1778,1260,network,10.29,3,Application crashing during use.
1779,1804,network,6.64,3,VPN connection dropping intermittently.
1780,1933,network,4.93,3,Keyboard keys not working properly.
1781,1255,software,5.29,5,Need assistance updating antivirus software.
1782,1733,software,6.64,5,Software installation fails with error code.
1783,1904,software,2.4,5,Need assistance updating antivirus software.
1784,1225,software,3.6,5,Unable to connect to WiFi network.
1785,1052,software,3.34,5,VPN connection dropping intermittently.
1786,1939,software,6.3,3,Laptop overheating and shutting down.
1787,1866,software,4.45,4,Application crashing during use.
1788,1499,network,7.34,3,Application crashing during use.
1789,1505,network,8.35,3,Application crashing during use.
1790,1853,software,3.68,5,VPN connection dropping intermittently.
1791,1363,software,2.83,4,Need assistance updating antivirus software.
1792,1279,software,7.05,2,Laptop overheating and shutting down.
1793,1592,software,7.19,3,VPN connection dropping intermittently.
1794,1713,software,5.27,3,Unable to connect to WiFi network.
1795,1157,network,8.5,3,Frequent disconnections from corporate network.
1796,1631,network,10.52,3,Unable to connect to WiFi network.
1797,1058,software,5.23,5,Software installation fails with error code.
1798,1726,software,4.37,4,Frequent disconnections from corporate network.
1799,1127,software,5.06,4,Unable to connect to WiFi network.
1800,1735,hardware,14.18,1,Laptop overheating and shutting down.
1801,1720,software,5.08,4,Printer not responding to print commands.
1802,1881,software,4,4,Printer not responding to print commands.
1803,1114,software,5.22,4,Printer not responding to print commands.
1804,1208,software,5.98,5,Software installation fails with error code.
1805,1525,software,5.8,4,Software installation fails with error code.
1806,1520,software,5.83,3,Printer not responding to print commands.
1807,1551,software,3.76,4,Keyboard keys not working properly.
1808,1961,network,9.54,1,Application crashing during use.
1809,1236,software,5.04,4,Frequent disconnections from corporate network.
1810,1280,hardware,7.86,4,Frequent disconnections from corporate network.
1811,1358,hardware,12.29,2,Application crashing during use.
1812,1200,software,4.32,4,Need assistance updating antivirus software.
1813,1757,software,2.64,5,Keyboard keys not working properly.
1814,1277,software,3.5,5,Printer not responding to print commands.
1815,1234,software,4.73,4,Application crashing during use.
1816,1493,network,9.16,1,VPN connection dropping intermittently.
1817,1003,software,3.7,5,Frequent disconnections from corporate network.
1818,1665,software,4.64,3,VPN connection dropping intermittently.
1819,1441,hardware,6.35,5,Application crashing during use.
1820,1028,software,6.47,3,Application crashing during use.
1821,1108,software,7.58,2,Unable to connect to WiFi network.
1822,1609,software,7.41,2,Unable to connect to WiFi network.
1823,1726,software,6.45,3,Laptop overheating and shutting down.
1824,1804,software,6.29,4,Laptop overheating and shutting down.
1825,1074,network,3.86,4,Software installation fails with error code.
1826,1837,software,5.27,3,Software installation fails with error code.
1827,1145,hardware,8.51,3,Printer not responding to print commands.
1828,1127,software,6.32,4,Unable to connect to WiFi network.
1829,1852,network,2.92,4,Printer not responding to print commands.
1830,1041,software,5.29,4,Application crashing during use.
1831,1355,hardware,9.36,2,Printer not responding to print commands.
1832,1040,network,10.24,3,Application crashing during use.
1833,1933,software,7.32,3,Frequent disconnections from corporate network.
1834,1033,hardware,7.21,2,Unable to connect to WiFi network.
1835,1016,software,3.67,5,Laptop overheating and shutting down.
1836,1676,hardware,10.69,2,Printer not responding to print commands.
1837,1152,software,7.6,2,Unable to connect to WiFi network.
1838,1997,software,5.09,5,Frequent disconnections from corporate network.
1839,1377,software,3.08,5,VPN connection dropping intermittently.
1840,1587,network,6.79,5,Laptop overheating and shutting down.
1841,1598,network,8.41,3,Keyboard keys not working properly.
1842,1628,software,5.36,4,Blue screen error on startup.
1843,1873,network,6.59,4,Unable to connect to WiFi network.
1844,1341,software,4.06,4,Need assistance updating antivirus software.
1845,1980,hardware,7.06,3,Unable to connect to WiFi network.
1846,1026,hardware,13.42,3,Application crashing during use.
1847,1824,software,3.75,5,Keyboard keys not working properly.
1848,1286,hardware,8.61,4,Need assistance updating antivirus software.
1849,1645,software,4.26,5,Printer not responding to print commands.
1850,1730,software,2.59,,Frequent disconnections from corporate network.
1851,1167,network,6.27,4,Need assistance updating antivirus software.
1852,1609,software,6.84,4,Printer not responding to print commands.
1853,1267,software,3.19,4,Printer not responding to print commands.
1854,1748,software,3.55,5,Printer not responding to print commands.
1855,1820,software,3,4,Application crashing during use.
1856,1454,network,7.82,2,Need assistance updating antivirus software.
1857,1905,software,7.83,2,Software installation fails with error code.
1858,1684,hardware,9.6,3,Frequent disconnections from corporate network.
1859,1400,software,5.1,5,VPN connection dropping intermittently.
1860,1921,hardware,7.61,3,Unable to connect to WiFi network.
1861,1980,hardware,9.82,1,Application crashing during use.
1862,1475,hardware,13.69,2,Laptop overheating and shutting down.
1863,1701,hardware,10.43,2,VPN connection dropping intermittently.
1864,1633,hardware,16.4,1,Frequent disconnections from corporate network.
1865,1557,software,6.89,3,Application crashing during use.
1866,1575,network,7.83,2,VPN connection dropping intermittently.
1867,1129,software,4.84,4,Unable to connect to WiFi network.
1868,1821,software,7.45,3,Printer not responding to print commands.
1869,1362,software,5.21,4,Keyboard keys not working properly.
1870,1704,software,7.11,4,Printer not responding to print commands.
1871,1818,hardware,16.01,1,Frequent disconnections from corporate network.
1872,1692,hardware,9.39,1,Unable to connect to WiFi network.
1873,1291,hardware,11.06,1,VPN connection dropping intermittently.
1874,1370,software,6.47,3,Blue screen error on startup.
1875,1793,network,9.54,1,Keyboard keys not working properly.
1876,1028,network,9.52,1,Printer not responding to print commands.
1877,1148,software,3,5,Software installation fails with error code.
1878,1778,network,6.3,3,VPN connection dropping intermittently.
1879,1295,network,7.01,3,Printer not responding to print commands.
1880,1010,hardware,13.64,2,VPN connection dropping intermittently.
1881,1511,software,3.15,4,Keyboard keys not working properly.
1882,1675,software,7.28,3,Frequent disconnections from corporate network.
1883,1112,network,9.56,1,Laptop overheating and shutting down.
1884,1186,software,6.73,5,Printer not responding to print commands.
1885,1806,network,6.14,5,VPN connection dropping intermittently.
1886,1743,hardware,10.22,1,Laptop overheating and shutting down.
1887,1226,software,5.45,5,Laptop overheating and shutting down.
1888,1309,software,5.38,4,Software installation fails with error code.
1889,1097,software,5.44,5,Laptop overheating and shutting down.
1890,1054,network,7.45,3,Keyboard keys not working properly.
1891,1622,software,5.2,3,Unable to connect to WiFi network.
1892,1663,software,6.55,5,Laptop overheating and shutting down.
1893,1757,software,3.25,4,Blue screen error on startup.
1894,1405,network,11.09,1,VPN connection dropping intermittently.
1895,1068,software,6.47,3,Laptop overheating and shutting down.
1896,1311,software,3.55,5,Need assistance updating antivirus software.
1897,1288,hardware,11.15,2,Unable to connect to WiFi network.
1898,1761,software,6.35,4,Application crashing during use.
1899,1547,software,3.15,5,Unable to connect to WiFi network.
1900,1750,software,5.06,3,Frequent disconnections from corporate network.
1901,1147,software,4.88,5,Application crashing during use.
1902,1466,software,4.03,5,Software installation fails with error code.
1903,1738,software,5.14,3,Unable to connect to WiFi network.
1904,1243,software,4.1,3,Frequent disconnections from corporate network.
1905,1490,hardware,14.12,3,Unable to connect to WiFi network.
1906,1848,software,4.06,4,Laptop overheating and shutting down.
1907,1957,hardware,12.38,2,Printer not responding to print commands.
1908,1506,software,2.52,5,Printer not responding to print commands.
1909,1364,hardware,9.51,1,Frequent disconnections from corporate network.
1910,1481,hardware,10.04,1,Unable to connect to WiFi network.
1911,1200,software,4.71,4,Frequent disconnections from corporate network.
1912,1153,hardware,8.81,2,Software installation fails with error code.
1913,1449,network,6.66,4,Printer not responding to print commands.
1914,1500,hardware,12.26,3,Need assistance updating antivirus software.
1915,1072,software,6.5,4,Application crashing during use.
1916,1712,network,7.84,4,Keyboard keys not working properly.
1917,1295,software,3.36,5,Laptop overheating and shutting down.
1918,1016,hardware,15.38,2,Need assistance updating antivirus software.
1919,1640,network,6.24,4,Need assistance updating antivirus software.
1920,1216,software,2.81,5,VPN connection dropping intermittently.
1921,1060,software,1.98,5,Need assistance updating antivirus software.
1922,1938,hardware,10.3,1,Application crashing during use.
1923,1615,software,4.67,5,Application crashing during use.
1924,1041,network,10.06,2,Laptop overheating and shutting down.
1925,1024,network,9.22,1,Frequent disconnections from corporate network.
1926,1038,software,5.44,4,Blue screen error on startup.
1927,1802,software,4.59,5,Blue screen error on startup.
1928,1130,hardware,13.33,2,Unable to connect to WiFi network.
1929,1497,network,11.73,1,Unable to connect to WiFi network.
1930,1228,software,6.51,5,Keyboard keys not working properly.
1931,1107,network,7.07,3,Application crashing during use.
1932,1171,network,9.56,2,Unable to connect to WiFi network.
1933,1434,software,4.4,3,VPN connection dropping intermittently.
1934,1477,software,3.34,4,Unable to connect to WiFi network.
1935,1101,software,3.65,5,Software installation fails with error code.
1936,1865,hardware,8.93,4,Software installation fails with error code.
1937,1523,software,5.16,3,VPN connection dropping intermittently.
1938,1274,hardware,16.18,1,Need assistance updating antivirus software.
1939,1612,hardware,7.35,2,Software installation fails with error code.
1940,1043,software,6.99,4,Blue screen error on startup.
1941,1954,hardware,9.05,1,Blue screen error on startup.
1942,1816,software,1.98,4,Software installation fails with error code.
1943,1956,network,6.99,3,Unable to connect to WiFi network.
1944,1016,software,6.77,4,Keyboard keys not working properly.
1945,1329,network,8.69,3,Keyboard keys not working properly.
1946,1568,software,5.61,3,Blue screen error on startup.
1947,1822,software,6.99,5,Software installation fails with error code.
1948,1496,network,5.93,3,Need assistance updating antivirus software.
1949,1814,network,5.9,3,Laptop overheating and shutting down.
1950,1011,hardware,3.21,5,Unable to connect to WiFi network.
1951,1317,software,6.32,4,Unable to connect to WiFi network.
1952,1591,network,9.12,2,Keyboard keys not working properly.
1953,1215,software,6.09,3,Software installation fails with error code.
1954,1338,software,3.23,5,Frequent disconnections from corporate network.
1955,1775,software,2.59,5,Printer not responding to print commands.
1956,1990,hardware,6.04,5,Software installation fails with error code.
1957,1660,software,3.62,4,VPN connection dropping intermittently.
1958,1080,software,7.33,3,Software installation fails with error code.
1959,1726,hardware,13,2,Unable to connect to WiFi network.
1960,1484,hardware,8.63,4,Laptop overheating and shutting down.
1961,1373,network,8.6,2,VPN connection dropping intermittently.
1962,1975,network,6.64,5,Keyboard keys not working properly.
1963,1709,network,8.73,2,Application crashing during use.
1964,1199,software,3.29,5,Application crashing during use.
1965,1536,software,6.13,3,Frequent disconnections from corporate network.
1966,1465,software,3.73,5,Keyboard keys not working properly.
1967,1088,hardware,12.42,1,Need assistance updating antivirus software.
1968,1267,software,4.36,3,Blue screen error on startup.
1969,1654,network,6.42,3,Frequent disconnections from corporate network.
1970,1570,software,7.42,,Application crashing during use.
1971,1921,software,5.27,5,Blue screen error on startup.
1972,1488,software,4.52,5,Need assistance updating antivirus software.
1973,1876,software,6.14,4,Keyboard keys not working properly.
1974,1537,hardware,5.98,3,Blue screen error on startup.
1975,1046,software,6.66,4,Keyboard keys not working properly.
1976,1287,software,4.79,4,Need assistance updating antivirus software.
1977,1777,software,5.9,5,Printer not responding to print commands.
1978,1015,software,2.68,5,VPN connection dropping intermittently.
1979,1710,network,7.24,4,Blue screen error on startup.
1980,1400,software,5.01,5,Blue screen error on startup.
1981,1918,network,10.06,3,Keyboard keys not working properly.
1982,1793,hardware,12.04,1,Keyboard keys not working properly.
1983,1980,network,7.22,2,Blue screen error on startup.
1984,1085,software,5.48,4,Keyboard keys not working properly.
1985,1249,software,6.88,4,Laptop overheating and shutting down.
1986,1390,hardware,9.4,1,Laptop overheating and shutting down.
1987,1781,network,7.38,2,Printer not responding to print commands.
1988,1334,network,4.22,4,Printer not responding to print commands.
1989,1628,network,7.44,3,Printer not responding to print commands.
1990,1518,network,4.52,3,Application crashing during use.
1991,1136,network,7.77,3,Application crashing during use.
1992,1882,software,6.48,4,Software installation fails with error code.
1993,1687,network,3.76,5,Frequent disconnections from corporate network.
1994,1839,network,10.47,1,VPN connection dropping intermittently.
1995,1497,hardware,9.01,2,Laptop overheating and shutting down.
1996,1826,software,4.96,4,Need assistance updating antivirus software.
1997,1726,software,4.25,3,VPN connection dropping intermittently.
1998,1476,software,2.43,5,VPN connection dropping intermittently.
1999,1593,hardware,7.65,2,Need assistance updating antivirus software.
2000,1222,network,12.19,1,Unable to connect to WiFi network.
2001,1989,hardware,6.71,4,Blue screen error on startup.
2002,1371,software,2.62,5,Frequent disconnections from corporate network.
2003,1934,network,8.28,2,Software installation fails with error code.
2004,1994,hardware,9.74,3,Printer not responding to print commands.
2005,1401,network,7.35,2,Need assistance updating antivirus software.
2006,1442,network,8.03,4,Application crashing during use.
2007,1489,hardware,11.93,2,Printer not responding to print commands.
2008,1614,software,4.12,3,Keyboard keys not working properly.
2009,1272,software,5.29,3,Need assistance updating antivirus software.
2010,1525,network,10.05,2,Printer not responding to print commands.
2011,1158,software,3.51,5,Blue screen error on startup.
2012,1151,software,1.52,4,Blue screen error on startup.
2013,1994,software,6.01,3,Blue screen error on startup.
2014,1619,software,8.75,3,Printer not responding to print commands.
2015,1187,network,7.99,2,Blue screen error on startup.
2016,1812,network,8.4,4,Laptop overheating and shutting down.
2017,1097,hardware,9.11,2,Application crashing during use.
2018,1130,software,7.38,3,Software installation fails with error code.
2019,1804,hardware,9.77,1,Need assistance updating antivirus software.
2020,1170,software,4.72,3,VPN connection dropping intermittently.
2021,1935,software,6.37,5,Printer not responding to print commands.
2022,1985,network,7.03,2,Printer not responding to print commands.
2023,1182,software,3.07,5,Application crashing during use.
2024,1982,network,9.76,2,Unable to connect to WiFi network.
2025,1363,software,4.11,3,Frequent disconnections from corporate network.
2026,1038,software,3.54,5,Keyboard keys not working properly.
2027,1526,hardware,16.3,3,Need assistance updating antivirus software.
2028,1887,software,4.73,4,Unable to connect to WiFi network.
2029,1496,network,8.99,4,Keyboard keys not working properly.
2030,1515,network,8.06,4,Frequent disconnections from corporate network.
2031,1348,network,6.23,3,VPN connection dropping intermittently.
2032,1981,software,6.03,3,Printer not responding to print commands.
2033,1920,software,5.47,4,Blue screen error on startup.
2034,1396,hardware,8.02,3,Application crashing during use.
2035,1721,network,8.87,2,Need assistance updating antivirus software.
2036,1160,software,4.23,5,Application crashing during use.
2037,1015,software,3.34,5,Software installation fails with error code.
2038,1492,software,3.19,5,VPN connection dropping intermittently.
2039,1425,software,5.41,4,Software installation fails with error code.
2040,1107,software,4.43,3,Frequent disconnections from corporate network.
2041,1893,software,7.25,4,Frequent disconnections from corporate network.
